client_id	path	sentence	up_votes	down_votes	age	gender	accents	variant	locale	segment
cdfa0102afbbe267cff293548354b8db81bebf910b7dc47f49cd3afc87f140e6d1949bb30eb7821c1dab51308ffee2850eaa6a381f2f90f1fb4ba63b000ad791	common_voice_en_41430.mp3	Go and speak to the tribal chieftains, said the camel driver.	10	0					en	
d873d103cb473ff4d2397c46294312fa561ae4a9a6dd0877ca092c13ad4f6f0bfbc4a6b8613d90d0e1c4599b49e7b0349697da3771ef2f1d247e7d46359edd83	common_voice_en_2737.mp3	And I will tell you how to find the hidden treasure.	22	1					en	
ed931c32acca6486b6e45a98c83ef6818b672e0dc9a867dcafc4f668d3f1fff2177abc75ce0157985d9454e0e30aae06eb61eff020715118f6e8a7160ec4b97c	common_voice_en_17061.mp3	Did you learn anything? the Englishman asked, eager to hear what it might be.	8	0					en	
003930678b60d5e222a9e607b7d51a669ed40c7f8c1d557527d0697d1fd5828e729d7471be44bff8557f633c4d948e72921c3dd5703513c907398f3cf5dca891	common_voice_en_16812.mp3	But don't worry, the alchemist continued.	7	0					en	
044966bd40f31ff03ca4fd434e98c901abbc5212acfe6d972dc221ac1ffd19b7b7493b7da8a32e2dbacae3204ce93b95b14fbce9fa82ac28825e395d3c82eb87	common_voice_en_21578.mp3	At most, they thought that another meteorite had descended.	9	0					en	
075426fb075b94c880a26d8e92cd65bce54b5231b392c14196a8e5b778cd009f65952ae74ddb93c5b87eac74b13ca4f9ffa3891bd79ed7b12082ce0e0568c5ba	common_voice_en_167099.mp3	A boy came running towards me.	7	0					en	
13bfab0638ba6504f7793a61a4c0a645a26d2187411ceed15a166980f550be256aec5d689d31c435e54f5feea86866f5c2e08f9cdf85a983568aa641c9a00637	common_voice_en_624128.mp3	In spite of this, I still believed that there were men in Mars.	7	0					en	
252520064619cc7652fc39a35340d2db425f3b582eeded69e250505dc3ae0c9224d5696d24c6f5e8d5331c507d6fb65e69c320a8c8bcd5967888e00249b2f0f6	common_voice_en_2164.mp3	The dead soldiers were replaced by others, and life went on.	28	1					en	
273d4e4aa6911a2d388bc7a4b3ffbb97ec9f2e97f6e1765f0c425ec41aeb7fcff6b5f90f6e11f492ee11b2514ebf6b3c6b547e1c0750d57e152ae3c8c4a6c16c	common_voice_en_43673.mp3	As soon as he saw me among the crowd, he called to me to come down.	8	0					en	
28a6ba8dacee6e0480184c3cb07097e4fcdc89765776cc79ba3e26a194db259dbc8487a0dff1080d2cc70828e5f0e593c1cff65aae86dc964d8c6968d062717a	common_voice_en_581427.mp3	Y'all keep making fun of millennials you gonna regret all those karate lessons you bought us	13	0					en	
3e6033ddc2a87261cb2da546f4fd99aeed30760052d519469b3b22f1f9f07135658a2c221e424f4e504b34db298ff2d44e3ce14f343ddf2895ea43f063ae8ca4	common_voice_en_19699.mp3	The streamer of gas came out towards us.	8	0					en	
41ce6078cb4076f7251eb8a73bd985eba143c0f65ede98a0431d53f2d12f190e6b7407b8ba84ea3400384bfc07ae50164e637c87783a518efed43ee77c608014	common_voice_en_2618.mp3	I pointed out Mars, a bright dot of light.	17	1					en	
4dd9e24faac4c385d0671d79e51d8bf2b848d737dd1ca0e6faf5a05e7a2540085c92bd0bc62566da40c2b8806b07958d0038b029a7d961882430e5b100a4237d	common_voice_en_18479.mp3	He lives at the Al-Fayoum oasis, his friend had said.	7	0					en	
4eacc3b9267b1d11c25f22f50b7e1e59ffdfceb03a3b66e68223cdd90f17c0f6dfcc07eaaabe23a31596ff0569a6aa47807c96ae1538d5d851f5e561cbf8c77c	common_voice_en_96159.mp3	It's not often that money can save someone's life.	8	0					en	
4ff3e527454233540c0e1bd36a08a43adc4948384aaf3d9284a7184a76fa107091d2094a83b5f93b1f2985d411e1b2df27f1b61c8882ced077683621c06be2a2	common_voice_en_37968352.mp3	Dean was born in Manchester.	12	0			United States English,Spanish,Very sexy ,Very good,I sound professional 		en	
537b9b1af96ffc7a618d26df865f9809856d57f79a816cbe42dbe8a11e700b0cf3b78777e7824498f1fa07649d24adaacbc4e5495cb34cb60fdde33422b08a22	common_voice_en_18551.mp3	I was impatient to see it opened.	10	0					en	
56e697d38f2c45d1bc8c61a62f689ef37cabd605e1afc8cb33c14b54bf8fcdf0a734e3398e732660d41613ee59b2f08ead1318fef8debbeb916d11c124d2ae54	common_voice_en_31092277.mp3	The place is situated on the bank of the river Hooghly.	8	0			United States English,Canadian English,Indo-Canadian English		en	
594b131592b4a5f5862e482fdd8287b7191cd69b5be9c92e06dd7ab565854327d7149ee7f72b7a436f8a72f74815ed3676b9aade9bd50a0ce83a6f627c48e5b3	common_voice_en_10362.mp3	At the same time, people were passing my shop all the time, heading for Mecca.	10	0					en	
6197ad3abea7615ad8940a93e28a7a8d19cf0ca582a6d666b41de902d25510d92568e719c06679aaa3d97b8d931a0a471c0c048cefadf239811c14dd833df30d	common_voice_en_65679.mp3	The boy's heart began to speak of fear.	8	0					en	
6951be278693010c0e4797a530c9eed2503ce70f996e98a71b1986c34a636950cf4f1959f4b03df91b3fd414ae60cf002641b2467704e6252ce1ec0d912b81c3	common_voice_en_52313.mp3	I remember how I sat on the table there in the blackness, with patches of green and crimson swimming before my eyes.	7	0					en	
718cf6ef36e933a51da89cebb68ffbe5b22e14937eed450863031d42a119ddf067454d479be796a48157b43e5c4675b9cb174294aef912e1aef903db125d0add	common_voice_en_11485.mp3	From then on, the boy understood his heart.	13	1					en	
718cf6ef36e933a51da89cebb68ffbe5b22e14937eed450863031d42a119ddf067454d479be796a48157b43e5c4675b9cb174294aef912e1aef903db125d0add	common_voice_en_11487.mp3	The boy was surprised at his thoughts.	12	0					en	
7221cf5a33925f9b59b5b88dc45dd2d30822ee9ea4a1fc89add9692b88be3bbb00169b240cfa5773c949948e60f4201e7fb7b17fe68c4e6842f988701d8d6daa	common_voice_en_31671.mp3	Ogilvy told him everything that he had seen.	7	0					en	
7221cf5a33925f9b59b5b88dc45dd2d30822ee9ea4a1fc89add9692b88be3bbb00169b240cfa5773c949948e60f4201e7fb7b17fe68c4e6842f988701d8d6daa	common_voice_en_31672.mp3	Hundreds of observers saw the flame that night and the night after.	8	0					en	
77160630156f4f38bc064425dea6267dd64d04055735c21834ae0decbf30d82a2600b134e82f0831465c79703c7a4116c8c822a5b7ea11cd3ac8d09d94b5254e	common_voice_en_12815.mp3	From there, he could see Africa in the distance.	9	0					en	
7a995afe9ed6050264d9ffd990027733de5324e50be06af1b54c8130787dd8aa48e9f01810fe8ca7d6d9a26dc5c25662241f38df654583eeb4a8cbfe4a42ad23	common_voice_en_32940929.mp3	The white fusiform shell is wrinkled.	10	0			United States English,Scottish English,Irish English,England English		en	
7d2ed8f1807ad64b281c6fa82a744d6dd7afb3c925128850ee33de2daf1e57b8638150524223652302a2657f7298a618fa571756793c600bb463dcd70414f9eb	common_voice_en_30115708.mp3	The shell is white on the inside.	8	0			United States English,England English,Hong Kong English		en	
7d2ed8f1807ad64b281c6fa82a744d6dd7afb3c925128850ee33de2daf1e57b8638150524223652302a2657f7298a618fa571756793c600bb463dcd70414f9eb	common_voice_en_30115709.mp3	Kan was superintendent of the Union High School kindergarten in Hangzhou.	8	0			United States English,England English,Hong Kong English		en	
827f024f9e4ebca391f21975d60e71c231a3b9b943544e8c10a076d4c34068ef68ca5196f33eb10483699e0a74d0be42fdf919fea994757ee4fcd66a2c849740	common_voice_en_76408.mp3	We lit the lantern and walked over to his house.	7	0					en	
885e2186010bd999da0e7eabcc3ea13fc236984b538dd4815eb1a064aa7a1e5f6bdb2c7fb613b16cfda420f6374a328f6812664fb71c74393c98d44fb8742a04	common_voice_en_55284.mp3	It's the name of the Prophet's daughter, Fatima said.	9	0					en	
8935594d437f046823e0e1181b56e2006957db2a003ad9d9c77923b4d588f8c54f4ea1099772dea04e13d8c1d15bb936c7a2670110b391ded0a5a0d8f5270f11	common_voice_en_108828.mp3	The night was warm and I was thirsty.	7	0					en	
8f8719c3bf4a87070d8a3e959e52aee7ed14e97d141a489b9aa6b49258c96d5cb70374acdb5bb45de1ff2ddc28b4ea405f0c7b54299d86e2f86beead14b042b2	common_voice_en_599911.mp3	Her face, I remember, was very white as we parted.	7	0					en	
93eefe12b6c9048349f4710a2634538abde7231651dc30e90c098a2c1690559f6340b4bfcec769a43b7c5cd8975e986599626cd8c1d1a9244a4f4276aa2cda77	common_voice_en_38736.mp3	It looked like a rusty gas float.	9	0					en	
a6c05e898b742316b098e167e0b1664f28fb1eddf775d1bcc57bab406d3a0d3231a1b2c1ff7c9461f65d77b01c20ca156b68bff62f0ff1d35a8b4c7262d3fbe0	common_voice_en_14054.mp3	I remember how I sat on the table there in the blackness, with patches of green and crimson swimming before my eyes.	11	0					en	
af389125ad14795cdfa5481fbe914e0c3eec96f9cb9b15b8307feae99afa2fa0ea7453d5133baa8e83889c4e4f6c20ffe63337443ef3a9a4dad4e5005e233fdd	common_voice_en_35105856.mp3	It is unclear exactly how long after Jesus' birth the magi arrived.	9	0			Canadian English,United States English		en	
b2f227bd9099b85dceb7620e568a0489b38d71872642bc7e62abb634adf7c7b386e24190eb1e0b2fb575cade637b96be913f03abaf9064f55b9b1d6e4e78d661	common_voice_en_82613.mp3	He heard a muffled grating sound and saw the black mark jerk forward an inch or so.	10	1					en	
b34fa659b62cd81cf151b1fe2f4f40f7d392d6e4c136ea5943d70ae3d930ac80148ed7a306c042314b7f4b14256ec083091632a4361944cbfabc90edade7ce9b	common_voice_en_174669.mp3	Ogilvy told him everything that he had seen.	10	0					en	
b8afe6dfd5fd9e912aa40bb089890851186cb32c01a90a2c5e9aac2fed71a382c437cf5b57d4eba144dcf04d5590b01557d169a7b5efc0dc7aefdce32b560ec5	common_voice_en_9050.mp3	"I had the ""everyone has Gary Busey's teeth"" dream again."	17	0					en	
bcc6017e8f66fb7ff263e41800ad49768d62fa0e9691ed5bfb1cadd9a6aa46284c7fe8a5ea4f058314c9ddc045ad6a858af2d2e1191ba428e24a005c35c29310	common_voice_en_10890.mp3	There were mountains in the distance.	8	0					en	
c04803df4a5051ad0f2369fa438d92b8f4490306d9c2fd94c5cc9b45379cf62eb78253e33b8b89ea82e05280d486a2310067ac92a2ac5c550dff5d20261d4deb	common_voice_en_3465.mp3	Some went away while I was there, and other people came.	14	1					en	
cad18cacf0c4cb4d99c1136ba96db35aa434884ba1218bb5d285a6622dcd9b4948d3b9b5e07c91c388eac03f2a11b9ec6f5a60567938b7296bf8e16b04fb75d8	common_voice_en_25295.mp3	He decided to spend the night there.	7	0					en	
df5c203fd9c64412a272cbb74a2e650d277634d04552076e11f0c892c6ca7441fda46197e21b95e59df1c7accb8dbf4bdecdf00a8276a1d8d752c77036c0a03b	common_voice_en_139155.mp3	It left a greenish streak that glowed for some seconds.	8	0					en	
e0d3f00a1460c88fc263419ce007e32d82860ca30e874ed848219a319e4dfec8d20ca1c5d0d3e34dd386ef4a3b5e436273cc408080022023144948b98f835aef	common_voice_en_515039.mp3	And he wasn't faring much better.	8	0					en	
e3b55ca74f796ad4a7e554b652e75335a5aeed9db984de405f376b52a175448e5097c355d295df532c33f06031d8d83b2610bf01e92284cf294d8abcbcb514dc	common_voice_en_33193.mp3	The streamer of gas came out towards us.	8	0					en	
e5fd78730612ac092312a485886cc8909a24fafbb9bc7748595953fe5549c838f611d17d1426d84c34b01b0a5f0d2420e87bad3b4d763c7139fa6a52fc1ac092	common_voice_en_3707.mp3	My review of the sun: one star.	22	0					en	
e5fd78730612ac092312a485886cc8909a24fafbb9bc7748595953fe5549c838f611d17d1426d84c34b01b0a5f0d2420e87bad3b4d763c7139fa6a52fc1ac092	common_voice_en_3708.mp3	When he saw Henderson in his garden, he called over the fence and made himself understood.	24	0					en	
ede62a8b143d809b40ce6e449d4a45b661a67d3eb10426c54ae7c02da9d0183a478c88b4d4a5f6d68db9cc59471bb0ffd3bee232afbdfd98f349dac897fc47db	common_voice_en_9378.mp3	The miner had abandoned everything to go mining for emeralds.	18	1					en	
ede62a8b143d809b40ce6e449d4a45b661a67d3eb10426c54ae7c02da9d0183a478c88b4d4a5f6d68db9cc59471bb0ffd3bee232afbdfd98f349dac897fc47db	common_voice_en_9379.mp3	He needs three days, answered the alchemist.	10	0					en	
f57c5b0a00142382cb44dc5552ef4ed6f01e45d741e58a1db8ca8f80e14b967d9bdb981427791a446beda35c2bfb5955e203702bbd9e8377c1ac31c7448f2fd6	common_voice_en_11413.mp3	He took back his books and packed them away again in their bags.	13	1					en	
f69b738003afc6f7cf582bcb13cc577c4b7a53fdcf38c9f39784438bf3ec121d2aeace457ffbc2376f7e4db678aeefe96b90d7c2252207d30f24579bbfb8813c	common_voice_en_66729.mp3	In those days, very few of the people had any idea about astronomy.	8	0					en	
f84d5842fd53e9eba79eb9415e1eb48f9ee1c135a0f2be567366c4c7c5f8431c6c67876499625fecebe598598704e35187b9cdb72ed322be0fd2f8bfbd09ec60	common_voice_en_15262.mp3	It seemed such a little thing, so bright and small and still.	7	0					en	
f84d5842fd53e9eba79eb9415e1eb48f9ee1c135a0f2be567366c4c7c5f8431c6c67876499625fecebe598598704e35187b9cdb72ed322be0fd2f8bfbd09ec60	common_voice_en_15263.mp3	The wind began to blow again.	7	0					en	
fe0b708bad35b49dc2f61e13120d619f038d01aa0ca0df52d9f60fbd337fdef0094f6560b71c303fb794b9c33a060153c50248599ef9c259ce3c8a514445d255	common_voice_en_78593.mp3	All things are one, the old man had said.	7	0					en	
ff21257d7e475684ee83406b52b5c8c6d1f756c5572e548506a6d180188015a2359fb7b52f775e9df34a5d94bddbeaef057930d31e787bb8cc73da3dd6d5eb6a	common_voice_en_14554.mp3	At that time, it was quite clear in my own mind that the thing had come from the planet Mars.	9	0					en	
ff21257d7e475684ee83406b52b5c8c6d1f756c5572e548506a6d180188015a2359fb7b52f775e9df34a5d94bddbeaef057930d31e787bb8cc73da3dd6d5eb6a	common_voice_en_14555.mp3	I went stretching my legs clumsily and feeling my way in the dark.	14	1					en	
01b4e2d686146a2dadb0ca1871d0f6248938d1b4df5a1794a2b21cd58c2190f9bff89e80e95dca2327a37e0abc132550304668aa8bc55c5e548ea037c3b205f7	common_voice_en_19707.mp3	It was glaringly hot, not a cloud in the sky nor a breath of wind.	10	1					en	
01b4e2d686146a2dadb0ca1871d0f6248938d1b4df5a1794a2b21cd58c2190f9bff89e80e95dca2327a37e0abc132550304668aa8bc55c5e548ea037c3b205f7	common_voice_en_19708.mp3	And he wasn't faring much better.	7	0					en	
01d923464969042ee0432ae638c276c0ce3c3d1cd3ac69c329edb6d0b44f1f9d460ccbd4a17fd65b52e802ff5d2c6b1e93186438bba8391460b6022d93a1c88e	common_voice_en_907.mp3	It was the time of day when all of Spain slept during the summer.	30	3					en	
01d923464969042ee0432ae638c276c0ce3c3d1cd3ac69c329edb6d0b44f1f9d460ccbd4a17fd65b52e802ff5d2c6b1e93186438bba8391460b6022d93a1c88e	common_voice_en_908.mp3	They were his treasure.	23	0					en	
034085eb983b380caf81f5709e1818d7d0297b4d40773c4ee1c5a52979226f232413757fd321c7209f09a3005bfc57f07c8765808c9180a36563cf8f57229ef3	common_voice_en_19820.mp3	I'd like you to take me there if you can.	10	0					en	
037c24c0afcbca2c83b8f5f1a5c33d475126710d010e52edc6e9b6d84c9e7b1702d050aee9f8b97aef0c8c91b6ebdab5eb10351560f512ce2078b9d5da462abf	common_voice_en_27484.mp3	What is it you're looking for? asked the old merchant.	7	0					en	
037c24c0afcbca2c83b8f5f1a5c33d475126710d010e52edc6e9b6d84c9e7b1702d050aee9f8b97aef0c8c91b6ebdab5eb10351560f512ce2078b9d5da462abf	common_voice_en_27485.mp3	You can't go any farther, one of them said.	14	1					en	
040c5726293aaccb39423dac12899287ecc15817975d4c717fda2e7c2bf246ca6bd0e35bbc89d1f6c6659f84c135f2f27b4c3b36597491a4ffdac3b065952169	common_voice_en_12127.mp3	About eleven, I walked back to my home in Maybury because nothing seemed to be happening.	11	1					en	
040c5726293aaccb39423dac12899287ecc15817975d4c717fda2e7c2bf246ca6bd0e35bbc89d1f6c6659f84c135f2f27b4c3b36597491a4ffdac3b065952169	common_voice_en_12129.mp3	The burning fire had been extinguished.	17	0					en	
046f72b8ba2cb562ff6fe5a8fa4c5fd8d2f67a2cbc21c90526b043579fb2985b0dce03e5e31752dad23d278edd2cb248843bac8286b489cb1ffc5023de59f0c1	common_voice_en_36376159.mp3	Sixty-four clubs participate each season.	8	0			Neutral,indian,slow		en	
046f72b8ba2cb562ff6fe5a8fa4c5fd8d2f67a2cbc21c90526b043579fb2985b0dce03e5e31752dad23d278edd2cb248843bac8286b489cb1ffc5023de59f0c1	common_voice_en_36376161.mp3	He was charged with misdemeanor and released shortly after.	8	0			Neutral,indian,slow		en	
04e150d8c32139c85165ab551b67c3e3aa4958b780a8ad9e493839dee43a507d0e086d89c59687ca0ae3e7d0008dc5fb7f3002ba58b40b1f2eeb2e165301bcef	common_voice_en_78462.mp3	A while ago, I rode through the desert with a man who had books on alchemy.	8	0					en	
05165cd60569c4ec90be85923d1cbf1a8bec5b3764d3a18588935b8226b63d782641ec4cfe89ef72d697c73a8ea70d8c8b8df1de2b08e58b74ca15d35e49ff85	common_voice_en_57496.mp3	He needs three days, answered the alchemist.	7	0					en	
06c02b1de938bc7d538c839e7c88ece76bfc1366fca51b0a94bf3e673f354e4430c7020fae29ff95d83d74c1e0adf6d562103f9f1bc8f1e28c129505cfed2b21	common_voice_en_12125.mp3	But they were not there.	18	0					en	
06c02b1de938bc7d538c839e7c88ece76bfc1366fca51b0a94bf3e673f354e4430c7020fae29ff95d83d74c1e0adf6d562103f9f1bc8f1e28c129505cfed2b21	common_voice_en_12126.mp3	A line of flame high can be seen in the atmosphere.	17	1					en	
06cb9d15ee210b11173afbf91d3947c5885834efba1c81f401d9317727481e908b7f2bdab3b6cde1bc6c785ef5b94aec328321dbc513807c2c230a212a22a818	common_voice_en_1053.mp3	Hires two personal trainers and make one of them train the other one.	36	3					en	
06cb9d15ee210b11173afbf91d3947c5885834efba1c81f401d9317727481e908b7f2bdab3b6cde1bc6c785ef5b94aec328321dbc513807c2c230a212a22a818	common_voice_en_1054.mp3	Air was either entering or escaping at the rim with a thin, sizzling sound.	48	0					en	
06cb9d15ee210b11173afbf91d3947c5885834efba1c81f401d9317727481e908b7f2bdab3b6cde1bc6c785ef5b94aec328321dbc513807c2c230a212a22a818	common_voice_en_1055.mp3	There was very little talking.	46	2					en	
079d840664479412ad21e49a49d6e8eee2cac9a14b751b7f1fd84b330d63a0bdc2e5781933c4a584a33836003dd13942a046102c84d5ea6096b099407f56cd1a	common_voice_en_176878.mp3	All that time the Martians must have been getting ready.	9	0					en	
09fc090d0d66a244a924b9b5805b6456209ad9ae4186116f8b85f87d58639c5efc5e364502f2c4b9873315480b6e2666acb744092c1a75a3dbc0718a942ac71c	common_voice_en_1419.mp3	The crowd swayed a little as I elbowed my way through.	34	1					en	
0a758e408de9554a02b56b77960deafd5a608fd3d71ebfd33655cd11f19aea9a773388d91ff6314717bffb482c8af862465386c691644ff7dc4f41b6432c063e	common_voice_en_20936.mp3	The boy was surprised, and then irritated.	10	0					en	
0a758e408de9554a02b56b77960deafd5a608fd3d71ebfd33655cd11f19aea9a773388d91ff6314717bffb482c8af862465386c691644ff7dc4f41b6432c063e	common_voice_en_20937.mp3	Will I learn to do that someday? the boy asked.	10	1					en	
0a954707f60f139b902e686587681bd2975d41adcd690e8e99c2976bef410991c559bc8231e6098f066abc878478aa54a0434449cc7e828800a03f0f270fc941	common_voice_en_71314.mp3	He wanted to say so to the alchemist, but he was afraid of the man.	7	0					en	
0bc5edac0f45992cd59e7e55d36938baed72cfbee15fa859fecd7815abd04dbf4c8eeda844cd35c40415affd7040f38aeb739f407cfbb6fff92c22affc3b785b	common_voice_en_35204.mp3	He did find it, soon after dawn, and not far from the sand pits.	13	0					en	
0bc5edac0f45992cd59e7e55d36938baed72cfbee15fa859fecd7815abd04dbf4c8eeda844cd35c40415affd7040f38aeb739f407cfbb6fff92c22affc3b785b	common_voice_en_35206.mp3	He had suddenly remembered that, in Tarifa, there was an old woman who interpreted dreams.	10	0					en	
0ccabeb7b3fe11a847fc55e0fd8988ef0553117f2d6eafc4587d85216fb3ce9aed1a2528617b380d961af5944d5a3e8afeb2c1bbadcb27b0e7d458d19fb6d997	common_voice_en_9052.mp3	I want you to help me turn myself into the wind, the boy answered.	14	0					en	
0ddf52bcdce5e1aee9474d5b80e17f75fac49b57a1a2d5157d88156d6b29ae878a998dc23d0cd8032f96b812c864e2fe0fbbb529f35edfb97d4be169224637dc	common_voice_en_36535.mp3	He had suddenly remembered that, in Tarifa, there was an old woman who interpreted dreams.	8	0					en	
0ddf52bcdce5e1aee9474d5b80e17f75fac49b57a1a2d5157d88156d6b29ae878a998dc23d0cd8032f96b812c864e2fe0fbbb529f35edfb97d4be169224637dc	common_voice_en_36536.mp3	Today, I understand something I didn't see before: every blessing ignored becomes a curse.	10	1					en	
0ddf52bcdce5e1aee9474d5b80e17f75fac49b57a1a2d5157d88156d6b29ae878a998dc23d0cd8032f96b812c864e2fe0fbbb529f35edfb97d4be169224637dc	common_voice_en_36537.mp3	He paid for the wool and asked the shepherd to come back the following year.	7	0					en	
0f58a3d4e1b0baa8e93684cc062cb1dde71e2b2fe83400109354d3760cd1c8d2b2f7ab346f6f55fa4d7abb72383d4b11abbd32b669c674d13f38c6b3f13e7b75	common_voice_en_13496.mp3	But, most important, he was able every day to live out his dream.	9	0					en	
0f58a3d4e1b0baa8e93684cc062cb1dde71e2b2fe83400109354d3760cd1c8d2b2f7ab346f6f55fa4d7abb72383d4b11abbd32b669c674d13f38c6b3f13e7b75	common_voice_en_13497.mp3	Two days ago, you said that I had never dreamed of travel, the merchant answered.	11	1					en	
108021055ea16c27c6abfff7e0d51d5d2c10d96d66c160c6cc29f478df9e17fb688ac55daab66ab8e13af0d6be67f3af4d7e5b95393d05075ec18a87fb7c757c	common_voice_en_212141.mp3	A line of flame high can be seen in the atmosphere.	8	0					en	
10f3df3b5371bdc7ad8501113203a82d26c1aaf36f2ffa9010eeb9ccc3ac0d6de236952236e8e4f35b39c20e917063daf4e7247798330f4ca77294122569d28d	common_voice_en_107756.mp3	It was dropping off in flakes and raining down on the sand.	7	0					en	
11501335dcd404af5a1a364321be2114aba4460c9c143f575167612d542d8159f8e364ae0091b7f4062a8285107e5f40888715c0155447c497216b5aa199a11c	common_voice_en_36486070.mp3	Many of the original family tracts are still cultivated today.	8	0			United States English,Puerto Rican,Latin American English,Florida,New York,Long Island,Savannah, Georgia		en	
11501335dcd404af5a1a364321be2114aba4460c9c143f575167612d542d8159f8e364ae0091b7f4062a8285107e5f40888715c0155447c497216b5aa199a11c	common_voice_en_36486071.mp3	The Cessna broke up in the air following the collision.	16	0			United States English,Puerto Rican,Latin American English,Florida,New York,Long Island,Savannah, Georgia		en	
11501335dcd404af5a1a364321be2114aba4460c9c143f575167612d542d8159f8e364ae0091b7f4062a8285107e5f40888715c0155447c497216b5aa199a11c	common_voice_en_36486072.mp3	A repair workshop is located in the rear wing.	8	0			United States English,Puerto Rican,Latin American English,Florida,New York,Long Island,Savannah, Georgia		en	
1268ddbcd0a5d8edeb5bf83bfa2f7416036c9fbf5db74b06078144efeb9cd7cbb55e08baff8c0929ec20d6721425a4f2bc1497ff62da5e4b9f9b8a81f9e73f6b	common_voice_en_184396.mp3	Some went away while I was there, and other people came.	9	0					en	
137511cabfa89930148c76fbcb4ac72661f49cf75bc71c9a63634d7cd4d82c63a2b8f65becab8ce39cedcfdd466d23f9ca951f897bf2b6952d319b9a40eb6c0b	common_voice_en_2280.mp3	I'm the leader of the caravan, said a dark-eyed, bearded man.	27	1					en	
13a004fa7ba30fc28ab1552f8ca78e06fb4078e511cd3d48ad203745ffd3d60f247685e253f7e2f935aecc1cd5c88d96fa6fbe08a2848e2503815f58d77dd3a6	common_voice_en_27214.mp3	He took out his money and counted it.	7	0					en	
13a004fa7ba30fc28ab1552f8ca78e06fb4078e511cd3d48ad203745ffd3d60f247685e253f7e2f935aecc1cd5c88d96fa6fbe08a2848e2503815f58d77dd3a6	common_voice_en_27215.mp3	No, he heard a voice on the wind say.	11	0					en	
13a004fa7ba30fc28ab1552f8ca78e06fb4078e511cd3d48ad203745ffd3d60f247685e253f7e2f935aecc1cd5c88d96fa6fbe08a2848e2503815f58d77dd3a6	common_voice_en_27216.mp3	No hope, no adventure, no old kings or destinies, no treasure, and no Pyramids.	8	0					en	
14f8ee0f64d36515ac60eeee3a0e40f37954721fd8f46ac4b610495f9bd3ca13b1daaa22d87bb272f58cba10dcd6d366d1523a53f89df1a02ec48b3ec907989e	common_voice_en_72193.mp3	No one attacks an oasis.	7	0					en	
